time,p_block_1,p_block_2,p_block_jump,p_jump,p_left,p_right,u_block_1,u_block_2,u_block_jump
1,24995.273939341,12514.176378365,12481.097560976,24995.27393934,24995.27393934,0,1,1,-1.7541523789077e-14
