time,bottom_p_avg,bottom_p_max,bottom_p_min,bottom_v_avg,bottom_v_max,bottom_v_min,desired_mfr,fluid_temperature,inlet_mfr,inlet_vflux,outlet_mfr,outlet_vflux,p_max,p_min,top_p_avg,top_v_avg,u_max,u_min,v_max,v_min
1,-64993666.866593,11673473.266237,-186305058.75184,1.5419104009976,-1623.9444463195,-4170.6027608412,60,300,15.915494310624,1.8502924813638,-15.91549430919,-1.8502924811971,11673473.266237,-186305058.75184,1,1.350746255307,11219.837332436,-11219.837341761,8321.8366254363,-4170.6027608412
