time,bottom_v_avg,desired_mfr,inlet_mfr,outlet_mfr,p_bottom,p_max,p_min,p_top,top_v_avg,u_max,u_min,v_max,v_min
1,-1.5384977832216,6960,-6960,6959.9999999997,5500000,5499999.99998,5499999.99998,5499999.99998,-1.5384977832217,1.1043616402479e-13,-9.4027669034122e-14,-1.5384977832215,-1.538497783222
