time,bottom_v_avg,desired_mfr,inlet_mfr,outlet_mfr,pressure_drop,top_v_avg,u_max,u_min,v_max,v_min
1,-1.5115159581978,60,-60,59.845661465669,-1.6332243738441e+17,-1.5419104009976,2425382297.6306,-675907606.01035,1048406860.1458,-137162756.41915
