time,bottom_v_avg,desired_mfr,inlet_mfr,outlet_mfr,pressure_drop,top_v_avg,u_max,u_min,v_max,v_min
1,-1.5419104010588,60,-60,59.999999999776,34601.811889816,-1.5419104009976,3.8615718835102e-06,-2.8850649446676e-06,-1.1711043443059,-1.5493255006422
