time,p_block_1,p_block_2,p_block_jump,p_jump,p_left,p_right,u_block_1,u_block_2,u_block_jump
1,2.1453387622214e-11,-1499.9999998582,1499.9999998582,2.0319475932131e-11,2.0319475932131e-11,0,1,1,0
