time,p_block_1,p_block_2,p_block_jump,p_jump,p_left,p_right,u_block_1,u_block_2,u_block_jump
1,14493.607597637,8017.2818402166,6476.3257574201,14493.607597637,14493.607597637,0,0.99999999999999,1,-8.8817841970013e-15
