time,p_block_1,p_block_2,p_block_jump,p_jump,p_left,p_right,u_block_1,u_block_2,u_block_jump
1,14455.157239495,8052.3794618727,6402.7777776222,14455.157239495,14455.157239495,0,1,1,-4.4408920985006e-16
