time,p_block_1,p_block_2,p_block_jump,p_jump,p_left,p_right,u_block_1,u_block_2,u_block_jump
1,14497.290383087,8009.0692293963,6488.2211536907,14497.290383087,14497.290383087,0,1,1,1.3433698597964e-14
