time,p_block_1,p_block_2,p_block_jump,p_jump,p_left,p_right,u_block_1,u_block_2,u_block_jump
1,14498.803323922,8004.6778395843,6494.1254843376,14498.803323926,14498.803323926,0,1,1,-6.6613381477509e-16
