time,p_block_1,p_block_2,p_block_jump,p_jump,p_left,p_right,u_block_1,u_block_2,u_block_jump
1,14495.183937953,8014.0863771314,6481.0975608214,14495.183937951,14495.183937951,0,1,1,0
