time,delta_p,p_block_1,p_block_2,p_block_jump,p_left,p_right,u_block_1,u_block_2
1,9.8501349805036e-05,8.5127999862088e-05,3.9615775297029e-05,4.5512224565059e-05,9.8501349805036e-05,0,1.1459467501372,1.6150766424621
